"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Dengue","0.0","0.03780","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Alzheimer's disease and other dementias","11.1","11.07868","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Whooping cough","0.0","0.03301","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Other neoplasms","11.7","11.66177","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","STDs excluding HIV","0.0","0.04611","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Other circulatory diseases","59.6","59.58536","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Trachea, bronchus, lung cancers","85.4","85.42917","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Other malignant neoplasms","2.5","2.53693","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Childhood-cluster diseases","0.0","0.00994","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Chronic obstructive pulmonary disease","0.3","0.30940","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Encephalitis","0.1","0.11173","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Dengue","0.1","0.05188","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Other musculoskeletal disorders","2.8","2.84025","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Parasitic and vector diseases","0.6","0.57449","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Interpersonal violence","7.2","7.23772","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Cervix uteri cancer","0.4","0.38067","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Leishmaniasis","0.0","0.00660","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Other genitourinary diseases","30.9","30.89842","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Other unintentional injuries","13.9","13.90955","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Diarrhoeal diseases","0.4","0.44452","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","11.1","11.12230","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Malaria","0.0","0.03189","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Cervix uteri cancer","5.2","5.22433","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Anxiety disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other infectious diseases","49.2","49.18347","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Upper respiratory infections","0.0","0.02628","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Pancreas cancer","9.0","9.02994","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Poisonings","4.7","4.70738","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Syphilis","0.0","0.02507","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Cardiomyopathy, myocarditis, endocarditis","11.3","11.31231","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Drug use disorders","1.6","1.59686","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Other digestive diseases","2.6","2.63606","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Self-harm","19.4","19.40041","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Glaucoma","0.0","0.01855","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Mouth and oropharynx cancers","24.0","24.03105","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Stroke","50.3","50.27070","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Gonorrhoea","0.0","0.00266","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Iodine deficiency","0.0","0.00318","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Drowning","1.0","1.03826","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Back and neck pain","0.2","0.20028","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","HIV/AIDS","6.5","6.46645","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Encephalitis","0.1","0.05790","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Leukaemia","6.7","6.66452","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Multiple sclerosis","2.0","2.04058","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Other musculoskeletal disorders","3.8","3.78292","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Other STDs","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Other nutritional deficiencies","0.2","0.18558","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Trypanosomiasis","0.0","0.00579","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Acute hepatitis B","1.3","1.29286","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Sense organ diseases","0.0","0.00301","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Unipolar depressive disorders","0.1","0.05890","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Noncommunicable diseases","201.8","201.77260","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Multiple sclerosis","0.7","0.66446","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Intestinal nematode infections","0.0","0.00158","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Whooping cough","0.0","0.00055","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Hyperplasia of prostate","0.0","0.02697","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Birth asphyxia and birth trauma","0.0","0.00565","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Gonorrhoea","0.0","0.00336","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Leishmaniasis","0.0","0.00517","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Cataracts","0.0","0.00469","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Bladder cancer","9.8","9.75746","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Cirrhosis of the liver","0.1","0.05574","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Infectious and parasitic diseases","14.1","14.12700","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Other neoplasms","9.2","9.19980","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Birth asphyxia and birth trauma","0.0","0.00150","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Neurological conditions","34.1","34.05291","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Communicable & other Group I","396.3","396.25070","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Cardiomyopathy, myocarditis, endocarditis","1.6","1.55467","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Cardiovascular diseases","88.3","88.30427","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Lymphomas, multiple myeloma","10.8","10.82596","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Collective violence and legal intervention","0.1","0.12833","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Intestinal nematode infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Leprosy","0.0","0.00076","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Genitourinary diseases","111.3","111.26140","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Idiopathic intellectual disability","0.1","0.05820","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Drug use disorders","3.0","2.95900","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Appendicitis","0.1","0.08041","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Diabetes mellitus","20.1","20.05899","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Rheumatoid arthritis","0.1","0.12836","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Other unintentional injuries","2.3","2.27050","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Liver cancer","3.8","3.80456","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Interpersonal violence","1.7","1.68025","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Endocrine, blood, immune disorders","7.2","7.17975","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Unintentional injuries","117.2","117.15370","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Leukaemia","7.4","7.42608","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","0.2","0.19418","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Other mental and behavioural disorders","0.0","0.00673","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Osteoarthritis","1.6","1.62265","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","All Causes","13.2","13.22420","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Diarrhoeal diseases","0.1","0.08147","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Rheumatoid arthritis","8.8","8.84208","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Chagas disease","0.0","0.04690","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Other neurological conditions","8.0","8.01572","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Malaria","0.0","0.04453","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Lymphomas, multiple myeloma","0.4","0.35604","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Congenital anomalies","0.9","0.92653","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Diarrhoeal diseases","1.1","1.13588","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Noncommunicable diseases","773.0","773.02417","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Anxiety disorders","0.0","0.01589","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Oral conditions","0.0","0.02264","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Neural tube defects","0.1","0.05208","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Other hearing loss","0.0","0.00083","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Idiopathic intellectual disability","0.2","0.20445","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Tuberculosis","0.0","0.00992","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Lymphomas, multiple myeloma","5.2","5.24432","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Other respiratory diseases","15.8","15.83293","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Other digestive diseases","2.8","2.84069","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Ovary cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Childhood-cluster diseases","0.0","0.02068","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Appendicitis","0.4","0.39846","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Corpus uteri cancer","0.0","0.00259","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Dental caries","0.0","0.00616","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Corpus uteri cancer","24.3","24.28954","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Rheumatic heart disease","2.4","2.35870","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Diabetes mellitus","0.6","0.60013","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Rheumatoid arthritis","7.2","7.21068","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Ascariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Lower respiratory infections","44.0","43.96712","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Dengue","0.0","0.02699","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Schizophrenia","0.3","0.27335","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Intentional injuries","7.0","7.01544","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Other chromosomal anomalies","0.0","0.03791","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Alzheimer's disease and other dementias","0.2","0.23649","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Skin diseases","0.5","0.49847","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Parkinson's disease","68.5","68.52524","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Corpus uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Dental caries","0.1","0.13034","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Tetanus","0.0","0.00336","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Chronic obstructive pulmonary disease","163.9","163.87230","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Other respiratory diseases","6.5","6.48239","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Rheumatoid arthritis","0.0","0.01417","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Kidney diseases","11.2","11.17144","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Cataracts","0.0","0.00034","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Infectious and parasitic diseases","9.3","9.30285","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Noncommunicable diseases","16.3","16.27256","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Acute hepatitis C","4.0","4.01426","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Fire, heat and hot substances","5.8","5.78576","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Pancreas cancer","14.7","14.68442","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Tetanus","0.0","0.01272","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Hyperplasia of prostate","0.2","0.21951","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Iron-deficiency anaemia","0.4","0.41226","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Malignant neoplasms","241.4","241.42970","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Diphtheria","0.0","0.00091","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Asthma","1.1","1.05269","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other respiratory diseases","7.4","7.40361","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Rabies","0.1","0.06740","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Collective violence and legal intervention","0.2","0.22186","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Parkinson's disease","51.4","51.41608","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Other circulatory diseases","0.4","0.37821","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Bladder cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Skin diseases","0.0","0.03573","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Congenital heart anomalies","0.5","0.50950","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Interpersonal violence","0.5","0.48620","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Gout","0.0","0.01348","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Diabetes mellitus","15.1","15.08818","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Dengue","0.0","0.02290","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Injuries","22.3","22.28833","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Fire, heat and hot substances","0.6","0.60489","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Intentional injuries","49.6","49.64704","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Lower respiratory infections","30.5","30.50556","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Respiratory diseases","39.0","39.04302","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Injuries","134.5","134.51350","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Alzheimer's disease and other dementias","0.1","0.12121","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Other musculoskeletal disorders","2.0","1.99349","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Epilepsy","1.4","1.36181","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Asthma","1.8","1.78608","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Cirrhosis of the liver","22.8","22.82591","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Iodine deficiency","0.0","0.00479","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Diabetes mellitus","19.2","19.16862","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Peptic ulcer disease","2.2","2.20487","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Musculoskeletal diseases","0.1","0.12756","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Dengue","0.0","0.03661","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Bipolar disorder","0.0","0.03392","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Anxiety disorders","0.0","0.01159","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Osteoarthritis","0.4","0.35947","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Other congenital anomalies","0.5","0.52414","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Syphilis","0.0","0.03015","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Parkinson's disease","0.0","0.00479","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Rheumatic heart disease","17.1","17.05914","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Unipolar depressive disorders","0.2","0.20527","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Leukaemia","1.2","1.15356","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Other respiratory diseases","14.2","14.18528","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Malaria","0.0","0.01971","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Poisonings","0.3","0.25278","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Noncommunicable diseases","31.2","31.15450","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Appendicitis","0.1","0.07280","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Schizophrenia","1.4","1.40295","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Oral conditions","0.0","0.00672","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Measles","0.0","0.00336","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Neurological conditions","488.5","488.53400","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Rheumatoid arthritis","4.0","3.98394","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Parkinson's disease","0.5","0.49129","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Parasitic and vector diseases","0.1","0.05590","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Unipolar depressive disorders","0.2","0.17927","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Stomach cancer","43.3","43.29054","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Other musculoskeletal disorders","3.9","3.94925","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Trypanosomiasis","0.0","0.00269","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Collective violence and legal intervention","0.1","0.05540","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Trachea, bronchus, lung cancers","146.4","146.44450","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Genitourinary diseases","15.7","15.74559","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Other nutritional deficiencies","0.0","0.00242","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Falls","63.2","63.20615","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Congenital heart anomalies","0.7","0.65054","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Noncommunicable diseases","34.6","34.64083","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","High-income","Childhood-cluster diseases","0.0","0.04191","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Kidney diseases","1.2","1.24193","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Gonorrhoea","0.0","0.00213","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Hyperplasia of prostate","0.0","0.00107","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Iodine deficiency","0.0","0.00236","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Otitis media","0.0","0.01907","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Alzheimer's disease and other dementias","139.3","139.31140","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Fire, heat and hot substances","2.4","2.35022","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Other neurological conditions","4.7","4.71685","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Rheumatoid arthritis","1.9","1.90623","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Ovary cancer","3.2","3.19627","","",""
