"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Acute hepatitis C","2.5","2.49960","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Prostate cancer","0.4","0.40418","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Chlamydia","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Congenital heart anomalies","1.9","1.88649","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Measles","0.3","0.30720","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Parkinson's disease","0.8","0.76833","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Other chromosomal anomalies","0.6","0.55982","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Digestive diseases","14.1","14.13382","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Other chromosomal anomalies","0.1","0.11549","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Intestinal nematode infections","0.0","0.02887","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Hyperplasia of prostate","0.0","0.01925","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Liver cancer","5.9","5.85805","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Stroke","3.7","3.74500","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Melanoma and other skin cancers","9.3","9.27227","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Lower respiratory infections","91.4","91.41617","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Urolithiasis","0.4","0.35781","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Gonorrhoea","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Asthma","12.7","12.66535","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Self-harm","19.9","19.89448","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Rabies","3.6","3.61997","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Peptic ulcer disease","5.1","5.07428","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Gynecological diseases","1.2","1.24718","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Malignant neoplasms","9.7","9.66717","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Unintentional injuries","85.8","85.84263","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Cleft lip and cleft palate","0.2","0.15781","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Unintentional injuries","37.0","36.95235","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Neural tube defects","2.9","2.91234","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Digestive diseases","11.0","10.97536","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Falls","128.6","128.55659","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Other STDs","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Mental and behavioral disorders","6.2","6.18934","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Other malignant neoplasms","3.4","3.37644","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Pancreas cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Urolithiasis","11.6","11.56240","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Injuries","188.3","188.27969","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Trypanosomiasis","0.7","0.67028","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Eating disorders","0.0","0.04184","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Schistosomiasis","0.2","0.24179","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Diabetes mellitus","16.9","16.88352","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Hyperplasia of prostate","0.0","0.00035","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Upper respiratory infections","1.2","1.22785","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Cataracts","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Fire, heat and hot substances","5.5","5.49155","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Ischaemic heart disease","818.2","818.16608","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Respiratory diseases","5.7","5.66819","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Other musculoskeletal disorders","3.7","3.74056","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Idiopathic intellectual disability","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Congenital anomalies","13.9","13.93314","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Whooping cough","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Collective violence and legal intervention","1.0","0.95676","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Epilepsy","5.9","5.86212","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Trachea, bronchus, lung cancers","56.2","56.19193","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Congenital anomalies","2.1","2.10593","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Syphilis","7.2","7.20231","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Appendicitis","0.7","0.70833","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Tuberculosis","5.0","4.96861","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Alcohol use disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Idiopathic intellectual disability","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Alzheimer's disease and other dementias","0.2","0.20045","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Schizophrenia","0.4","0.38956","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Endocrine, blood, immune disorders","6.3","6.30291","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Childhood-cluster diseases","12.4","12.35778","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Other nutritional deficiencies","0.1","0.05553","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Collective violence and legal intervention","1.3","1.25803","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Alcohol use disorders","0.7","0.73905","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other circulatory diseases","14.4","14.42160","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","All Causes","630.1","630.09552","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","STDs excluding HIV","2.3","2.28915","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Trachea, bronchus, lung cancers","2.1","2.07107","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Nutritional deficiencies","41.4","41.44241","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Other STDs","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Ascariasis","0.1","0.06195","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Infectious and parasitic diseases","476.1","476.11981","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Nutritional deficiencies","30.4","30.37974","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Down's syndrome","0.6","0.62460","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Pancreas cancer","6.7","6.65097","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Down's syndrome","0.2","0.16491","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other infectious diseases","19.3","19.32403","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Schistosomiasis","10.8","10.80795","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","All Causes","836.0","836.02081","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Diabetes mellitus","40.1","40.13174","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Tetanus","0.2","0.23859","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Other congenital anomalies","0.7","0.72177","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","HIV/AIDS","20.0","19.96053","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Upper respiratory infections","0.1","0.11541","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Parasitic and vector diseases","20.4","20.44349","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Protein-energy malnutrition","25.3","25.29465","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Other infectious diseases","11.3","11.33409","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Exposure to forces of nature","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Intestinal nematode infections","0.1","0.08420","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Other digestive diseases","200.4","200.37170","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Trypanosomiasis","6.6","6.61241","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Iron-deficiency anaemia","2.5","2.50825","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Musculoskeletal diseases","2.4","2.40410","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Other chromosomal anomalies","0.1","0.13667","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Idiopathic intellectual disability","0.0","0.00120","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Kidney diseases","56.1","56.10328","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other unintentional injuries","13.9","13.91819","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Acute hepatitis C","0.0","0.03120","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Other congenital anomalies","6.1","6.14030","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Schistosomiasis","6.7","6.69905","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other neoplasms","20.3","20.25964","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Unipolar depressive disorders","0.0","0.00024","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Ascariasis","0.0","0.00842","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Rheumatoid arthritis","0.8","0.78436","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Preterm birth complications","36.2","36.15654","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Hypertensive heart disease","2.9","2.92809","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Kidney diseases","12.2","12.16598","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Syphilis","1.8","1.78047","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Mouth and oropharynx cancers","0.1","0.08425","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Intestinal nematode infections","0.1","0.13106","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Interpersonal violence","3.7","3.66494","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Cardiovascular diseases","714.0","713.99628","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Lymphomas, multiple myeloma","6.6","6.57867","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Rheumatic heart disease","6.1","6.13236","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Encephalitis","4.0","4.00188","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Leishmaniasis","1.5","1.47922","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Injuries","51.3","51.32417","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Liver cancer","2.9","2.85592","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Other musculoskeletal disorders","0.4","0.40815","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Genitourinary diseases","4.2","4.17292","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Intentional injuries","14.5","14.50961","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","Parasitic and vector diseases","32.2","32.22824","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other congenital anomalies","6.1","6.08968","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","HIV/AIDS","188.6","188.63060","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Eating disorders","0.1","0.09280","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Multiple sclerosis","0.2","0.21042","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Stomach cancer","4.7","4.73390","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Asthma","2.4","2.44728","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Onchocerciasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Acute hepatitis B","1.3","1.33705","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Interpersonal violence","9.6","9.64985","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cirrhosis of the liver","76.0","75.99043","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Other musculoskeletal disorders","7.2","7.24160","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Oesophagus cancer","3.4","3.41627","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Other chromosomal anomalies","0.0","0.02831","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Other malignant neoplasms","2.4","2.40673","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Alzheimer's disease and other dementias","0.3","0.34218","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Alcohol use disorders","0.1","0.05059","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Urolithiasis","0.5","0.48186","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Drug use disorders","1.2","1.19155","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Birth asphyxia and birth trauma","43.0","42.99268","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Peptic ulcer disease","146.9","146.88660","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Lower respiratory infections","244.1","244.12680","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Osteoarthritis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","other sense organ disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Drowning","16.7","16.68712","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Chronic obstructive pulmonary disease","34.6","34.60955","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Tetanus","2.0","2.02046","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Breast cancer","16.7","16.67312","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Refractive errors","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Meningitis","33.2","33.24164","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Leishmaniasis","1.0","0.95534","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Idiopathic intellectual disability","0.0","0.00235","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Communicable & other Group I","750.5","750.47559","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Edentulism","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Other genitourinary diseases","4.1","4.09383","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Epilepsy","7.3","7.32537","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Intestinal nematode infections","0.0","0.00842","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Syphilis","0.8","0.83905","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","All Causes","2299.7","2299.66406","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Whooping cough","0.0","0.04553","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Respiratory infections","91.7","91.65744","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Upper respiratory infections","0.2","0.20394","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Other nutritional deficiencies","0.0","0.02006","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Periodontal disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Meningitis","24.7","24.69609","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Protein-energy malnutrition","326.8","326.78140","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Eating disorders","0.1","0.10663","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Trachoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Trichomoniasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Gout","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Peptic ulcer disease","4.1","4.12831","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Protein-energy malnutrition","26.1","26.10712","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Nutritional deficiencies","321.9","321.93771","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Other digestive diseases","32.1","32.14931","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Colon and rectum cancers","2.8","2.78126","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Multiple sclerosis","0.6","0.60627","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Digestive diseases","555.2","555.24548","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Drug use disorders","1.0","1.00091","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Rheumatic heart disease","6.3","6.26086","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Ischaemic heart disease","38.6","38.55983","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other neoplasms","1.4","1.35063","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Interpersonal violence","12.3","12.27701","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Stroke","1381.1","1381.06702","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Road injury","8.7","8.66395","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Exposure to forces of nature","0.1","0.10319","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Neonatal sepsis and infections","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Rabies","3.0","2.98812","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Stroke","2.6","2.63705","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Parasitic and vector diseases","42.1","42.08558","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Infectious and parasitic diseases","269.0","269.01889","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Self-harm","12.3","12.30498","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Drowning","9.5","9.53331","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Childhood-cluster diseases","1.1","1.13278","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Genitourinary diseases","7.2","7.17827","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Oral conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Other congenital anomalies","7.0","6.95466","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","STDs excluding HIV","4.2","4.22096","","",""
